"type","name_question","label_question","column_name_new","type_question","list_name"
"select_one 3_3_1_1","_3_3_1_1_2","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Fallow land which is unproductive for at least 1 year","vegetation_cover_fallow","select_one","3_3_1_1"
"select_one 3_3_1_1","_3_3_1_1_3","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Hedgerows/Live fences","vegetation_cover_hedgerows","select_one","3_3_1_1"
"select_one 3_3_1_1","_3_3_1_1_4","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Natural grassland","vegetation_cover_grassland","select_one","3_3_1_1"
"select_one 3_3_1_1","_3_3_1_1_5","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Ponds or lakes","vegetation_cover_pond","select_one","3_3_1_1"
"select_one 3_3_1_1","_3_3_1_1_6","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Remnant forest patches","vegetation_cover_forest","select_one","3_3_1_1"
"select_one 3_3_1_1","_3_3_1_1_7","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Wetlands","vegetation_cover_wetland","select_one","3_3_1_1"
"select_one 3_3_1_1","_3_3_1_1_8","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Woodlots","vegetation_cover_woodlots","select_one","3_3_1_1"
"select_one 3_3_1_1","_3_3_1_1_9","How much land area is covered by natural and semi-natural vegetation on land owned, rented or used by the household: Other (please specify)","vegetation_cover_other","select_one","3_3_1_1"
"select_one 3_3_1_2","_3_3_1_2_1","How would you describe the plant diversity (i.e., number of plant species) in: Bushland patches","vegetation_diversity_bushland","select_one","3_3_1_2"
"select_one 3_3_1_2","_3_3_1_2_2","How would you describe the plant diversity (i.e., number of plant species) in: Fallow land which is unproductive for at least 1 year","vegetation_diversity_fallow","select_one","3_3_1_2"
"select_one 3_3_1_2","_3_3_1_2_3","How would you describe the plant diversity (i.e., number of plant species) in: Hedgerows/Live fences","vegetation_diversity_hedgerows","select_one","3_3_1_2"
"select_one 3_3_1_2","_3_3_1_2_4","How would you describe the plant diversity (i.e., number of plant species) in: Natural grassland","vegetation_diversity_grassland","select_one","3_3_1_2"
"select_one 3_3_1_2","_3_3_1_2_6","How would you describe the plant diversity (i.e., number of plant species) in: Remnant forest patches","vegetation_diversity_forest","select_one","3_3_1_2"
"select_one 3_3_1_2","_3_3_1_2_7","How would you describe the plant diversity (i.e., number of plant species) in: Wetlands","vegetation_diversity_wetland","select_one","3_3_1_2"
"select_one 3_3_1_2","_3_3_1_2_8","How would you describe the plant diversity (i.e., number of plant species) in: Woodlots","vegetation_diversity_woodlots","select_one","3_3_1_2"
"select_one 3_3_1_3","_3_3_1_3","How would you describe the diversity of insect pollinators on your farm?","diversity_pollinators","select_one","3_3_1_3"
"select_one 3_3_1_3","_3_3_1_3_1","How would you describe the diversity of crop and livestock pests on your farm?","diversity_pests","select_one","3_3_1_3"
"select_one 3_3_1_3","_3_3_1_3_2","How would you describe the diversity of natural crop and livestock pest enemies on your farm?","diversity_pest_enemies","select_one","3_3_1_3"
"select_one 3_3_1_4","_3_3_1_4","How would you describe the diversity of mammals on your farm?","diversity_mammals","select_one","3_3_1_4"
"select_one 3_3_1_5","_3_3_1_5","How would you describe the amount of trees (or perennial woody plants) on your farm?","abundance_trees","select_one","3_3_1_5"
"select_one 3_3_1_6","_3_3_1_6","How would you describe the diversity of trees (or perennial woody plants) on your farm?","diversity_trees","select_one","3_3_1_6"
"select_multiple 1_4_2_1","_1_4_2_1","In the last 12 months [add country meaning], what did you produce on your farm?","farm_products","select_multiple","1_4_2_1"
"select_one 1_4_2_2","_1_4_2_2_1","Select the share of harvested CROPS (including perennial crops) used for: Household consumption","use_percentage_crops_household_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_2_2","Select the share of harvested CROPS (including perennial crops) used for: Own livestock consumption","use_percentage_crops_own_livestock_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_2_3","Select the share of harvested CROPS (including perennial crops) used for: Sales","use_percentage_crops_sales","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_2_4","Select the share of harvested CROPS (including perennial crops) used for: Gifts","use_percentage_crops_gift","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_2_5","Select the share of harvested CROPS (including perennial crops) used for: Wasted/lost","use_percentage_crops_wasted","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_2_6","Select the share of harvested CROPS (including perennial crops) used for: Other use","use_percentage_crops_other","select_one","1_4_2_2"
"select_one 2_6_1_4","_2_6_1_4_1","Do you get a fair price for your produced CROPS?","fair_price_crops","select_one","2_6_1_4"
"select_one 1_4_2_2","_1_4_2_3_1","Select the share of produced LIVESTOCK used for: Household consumption","use_percentage_livestock_household_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_3_3","Select the share of produced LIVESTOCK used for: Household use","use_percentage_livestock_own_livestock_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_3_4","Select the share of produced LIVESTOCK used for: Sales","use_percentage_livestock_sales","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_3_5","Select the share of produced LIVESTOCK used for: Gifts","use_percentage_livestock_gift","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_3_6","Select the share of produced LIVESTOCK used for: Wasted/lost","use_percentage_livestock_wasted","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_3_7","Select the share of produced LIVESTOCK used for: Other use","use_percentage_livestock_other","select_one","1_4_2_2"
"select_one 2_6_1_4","_2_6_1_4_2","Do you get a fair price for your produced LIVESTOCK?","fair_price_livestock","select_one","2_6_1_4"
"select_one 1_4_2_2","_1_4_2_4_1","Select the share of produced FISH used for: Household consumption","use_percentage_fish_household_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_4_2","Select the share of produced FISH used for: Own livestock consumption","use_percentage_fish_own_fish_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_4_3","Select the share of produced FISH used for: Sales","use_percentage_fish_sales","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_4_4","Select the share of produced FISH used for: Gifts","use_percentage_fish_gift","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_4_5","Select the share of produced FISH used for: Wasted/lost","use_percentage_fish_wasted","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_4_6","Select the share of produced FISH used for: Other use","use_percentage_fish_other","select_one","1_4_2_2"
"select_one 2_6_1_4","_2_6_1_4_3","Do you get a fair price for your produced FISH?","fair_price_fish","select_one","2_6_1_4"
"select_one 1_4_2_2","_1_4_2_5_1","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for cooking","use_percentage_trees_h_cooking","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_5_2","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for building","use_percentage_trees_h_building","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_5_3","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for heating","use_percentage_trees_h_heating","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_5_4","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household other use","use_percentage_trees_h_other","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_5_5","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Sales","use_percentage_trees_sales","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_5_6","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Gifts","use_percentage_trees_gift","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_5_7","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Wasted/lost","use_percentage_trees_wasted","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_5_8","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Other use","use_percentage_trees_other","select_one","1_4_2_2"
"select_one 2_6_1_4","_2_6_1_4_4","Do you get a fair price for your produced wood, bark, rubber, etc. (from TREES)?","fair_price_wood","select_one","2_6_1_4"
"select_one 1_4_2_2","_1_4_2_6_1","Select the share of produced HONEY used for: Household consumption","use_percentage_honey_household_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_6_3","Select the share of produced HONEY used for: Sales","use_percentage_honey_sales","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_6_4","Select the share of produced HONEY used for: Gifts","use_percentage_honey_gift","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_6_5","Select the share of produced HONEY used for: Wasted/lost","use_percentage_honey_wasted","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_6_6","Select the share of produced HONEY used for: Other use","use_percentage_honey_other","select_one","1_4_2_2"
"select_one 2_6_1_4","_2_6_1_4_5","Do you get a fair price for your produced HONEY?","fair_price_honey","select_one","2_6_1_4"
"select_one 1_4_2_2","_1_4_2_7_1","Select the share of produced OTHER ON-FARM PRODUCT used for: Household consumption","use_percentage_other_household_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_7_2","Select the share of produced OTHER ON-FARM PRODUCT used for: Own livestock consumption","use_percentage_other_own_livestock_consumption","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_7_3","Select the share of produced OTHER ON-FARM PRODUCT used for: On-farm use","use_percentage_other_on_farm_use","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_7_4","Select the share of produced OTHER ON-FARM PRODUCT used for: Sales","use_percentage_other_sales","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_7_5","Select the share of produced OTHER ON-FARM PRODUCT used for: Gifts","use_percentage_other_gift","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_7_6","Select the share of produced OTHER ON-FARM PRODUCT used for: Wasted/lost","use_percentage_other_wasted","select_one","1_4_2_2"
"select_one 1_4_2_2","_1_4_2_7_7","Select the share of produced OTHER ON-FARM PRODUCT used for: Other","use_percentage_other_other","select_one","1_4_2_2"
"text","_2_7_1_6_1","Specify other places where you sell the OTHER on-farm products:","fair_price_other","text",NA
"calculate","_3_4_1_1_7_1_calculate","Number of household members working PERMANENTLY (all year around) on your farm","n_nhlabour_permanent_adults_wa_male","calculate",NA
"calculate","_3_4_1_1_7_2_calculate","Number of household members working  SEASONALY (only during peak period) on your farm","n_nhlabour_seasonal_adults_wa_male","calculate",NA
"calculate","c1","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_1","calculate",NA
"calculate","c2","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_2","calculate",NA
"calculate","c3","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_3","calculate",NA
"calculate","c4","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_4","calculate",NA
"calculate","c5","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_5","calculate",NA
"calculate","c6","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_6","calculate",NA
"calculate","c7","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_7","calculate",NA
"calculate","c8","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_8","calculate",NA
"calculate","c9","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_9","calculate",NA
"calculate","c10","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_10","calculate",NA
"calculate","c11","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_11","calculate",NA
"calculate","c12","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_12","calculate",NA
"calculate","c13","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_13","calculate",NA
"calculate","c14","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_14","calculate",NA
"calculate","c15","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_15","calculate",NA
"calculate","c16","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_16","calculate",NA
"calculate","c17","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_17","calculate",NA
"calculate","c18","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_18","calculate",NA
"calculate","c19","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_19","calculate",NA
"calculate","c20","Name of the crop species  (including perennial crops) that were produced on your farm in the last 12 months [add country meaning]","crop_name_20","calculate",NA
"decimal","_3_4_2_1_1","What is the total area of land used for growing crops in ${_1_4_1_1_calculate}?","cropland_area","decimal",NA
"calculate","_3_3_3_1_calculate_2","Practices used on your cropland in the past [localised description of 12 months]","cropland_practices","calculate",NA
"decimal","_3_3_3_2_2","Provide the approximate area of land under this practice in hectares or acres:","ecol_practices_mulching_area","decimal",NA
"integer","_3_4_2_1_8_2","What percentage of the total crop production was lost or damaged in the last 12 months [add country meaning]","crop_damage","integer",NA
"select_one 2_8_1_1","_2_8_1_1","Where do you source most of your seeds?","seeds_source","select_one","2_8_1_1"
"select_one 2_8_1_2","_2_8_1_2","Do the crops you grow come from certified quality seeds or locally adapted varieties (e.g. traditional cultivars, landraces)?","seeds_certified_local","select_one","2_8_1_2"
"select_one 4_1_7_1","_4_1_7_1","How would you describe the slope of your farmland?","soil_slope_perception","select_one","4_1_7_1"
"select_one 4_1_7_2","_4_1_7_2","How would you describe the level of soil erosion problem on your farmland?","soil_erosion_perception","select_one","4_1_7_2"
"select_one 4_1_7_3","_4_1_7_3","How would you describe the fertility of your soil on your farmland?","soil_fertility_perception","select_one","4_1_7_3"
"select_multiple 1_4_3_1","_1_4_3_1","Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?","soil_fertility_management","select_multiple","1_4_3_1"
"select_multiple 2_9_1_1","_2_9_1_1","Which ecological practices do you use on cropland to improve soil quality and health?","soil_fertility_ecol_practices","select_multiple","2_9_1_1"
"select_multiple 1_4_3_5","_1_4_3_5","Over the past 12 months [add country meaning], what did you do to manage pests on cropland?","pest_management","select_multiple","1_4_3_5"
"select_multiple 3_3_1_7","_3_3_1_7","What ecological practices did you apply in the last 12 months [add country meaning] on the farm to manage crop pests?","pest_management_ecol_practices","select_multiple","3_3_1_7"
"select_one 4_1_1_7","_4_1_1_7","Do you have access to subsidies for agricultural inputs?","subsidies_agricultural_inputs","select_one","4_1_1_7"
"decimal","_3_4_2_2_1_1","What is the area of land used for livestock production in ${_1_4_1_1_calculate}: Land you own:","livestockland_area_owned","decimal",NA
"decimal","_3_4_2_2_1_2","What is the area of land used for livestock production in ${_1_4_1_1_calculate}: Share grazing land:","livestockland_area_shared","decimal",NA
"calculate","l1","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_1","calculate",NA
"calculate","l2","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_2","calculate",NA
"calculate","l3","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_3","calculate",NA
"calculate","l4","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_4","calculate",NA
"calculate","l5","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_5","calculate",NA
"calculate","l6","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_6","calculate",NA
"calculate","l7","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_7","calculate",NA
"calculate","l8","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_8","calculate",NA
"calculate","l9","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_9","calculate",NA
"calculate","l10","Name of the different livestock species did you keep in the last 12 months [add country meaning]","livestock_name_10","calculate",NA
"select_one 2_8_3_1","_2_8_3_1","Where do you source most of your livestock?","livestock_source","select_one","2_8_3_1"
"select_one 3_4_4_1","_3_4_4_1","Are the livestock you keep exotic or local?","livestock_exotic_local","select_one","3_4_4_1"
"select_one 3_4_4_2","_3_4_4_2","Are livestock fed with dry feed (e.g. grains, hay)","livestock_feed","select_one","3_4_4_2"
"select_one 3_4_4_3","_3_4_4_3","Have the livestock received any vaccinations in the last 12 months","livestock_vaccinations","select_one","3_4_4_3"
"select_one 3_4_4_4","_3_4_4_4","Have the livestock received preventative antibiotics in the last 12 months","livestock_antibiotics","select_one","3_4_4_4"
"select_one 3_4_2_2_8","_3_4_2_2_8","What was the extent of injury, illness or death of livestock due to diseases in the last 12 months","livestock_injury","select_one","3_4_2_2_8"
"select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple","1_4_3_8"
"select_one 2_10_1_1","_2_10_1_1","Are the animals of your farm healthy and happy?","livestock_health","select_one","2_10_1_1"
"select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple","2_10_1_2"
"select_multiple 3_3_3_3","_3_3_3_3","On the grazing land (owned, leased or shared), did you apply in the last 12 months any of the following practices?","livestock_practices","select_multiple","3_3_3_3"
"decimal","_3_4_2_3_2","What is the total surface area in ${_1_4_1_1_calculate} of water bodies, wetlands, paddy fields or other aquaculture systems used for producing fish?","fishland_area","decimal",NA
"calculate","f1","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_1","calculate",NA
"calculate","f2","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_2","calculate",NA
"calculate","f3","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_3","calculate",NA
"calculate","f4","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_4","calculate",NA
"calculate","f5","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_5","calculate",NA
"calculate","f6","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_6","calculate",NA
"calculate","f7","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_7","calculate",NA
"calculate","f8","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_8","calculate",NA
"calculate","f9","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_9","calculate",NA
"calculate","f10","Name of the different fish species did you keep in the last 12 months [add country meaning]","fish_name_10","calculate",NA
"select_one 2_8_5_1","_2_8_5_1","Where do you source most of your spawn, fry or fingerling species and varieties?","spawn_source","select_one","2_8_5_1"
"select_multiple 2_8_5_2","_2_8_5_2","Where do you source your fish feed?","fish_feed_source","select_multiple","2_8_5_2"
"select_multiple 2_8_5_3","_2_8_5_3","What types of fish feed did you primarily use in the last 12 months?","fish_feed_type","select_multiple","2_8_5_3"
"select_one 3_4_2_3_3","_3_4_2_3_3","What was the extent of injury, illness or death of fish due to diseases in the last 12 months","fish_injury","select_one","3_4_2_3_3"
"select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple","1_4_3_9"
"select_multiple 3_3_3_4","_3_3_3_4","On the fish production land, did you apply in the last 12 months any of the following practices?","fish_practices","select_multiple","3_3_3_4"
"select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple","2_12_1"
"select_one 4_2_1_1","_4_2_1_1_1","Do you perceive that the temperature has changed over the last 30 years?","temperature_change_perception","select_one","4_2_1_1"
"select_one 4_2_1_1","_4_2_1_1_2","Do you perceive that the amount of rainfall has changed over the last 30 years?","rainfall_amount_change_perception","select_one","4_2_1_1"
"select_multiple 4_2_1_2","_4_2_1_2_1","Do you perceive that the timing of rainfall has changed over the last 30 years?","rainfall_timing_change_perception","select_multiple","4_2_1_2"
"select_one 4_2_1_3","_4_2_1_3_1","In the last 12 months [add country meaning], have you experienced any flood conditions on your farmland?","flood_experience_perception","select_one","4_2_1_3"
"select_one 4_2_1_3","_4_2_1_3_2","In the last 12 months [add country meaning], have you experienced any drought conditions on your farmland?","drought_experience_perception","select_one","4_2_1_3"
"select_one 3_3_4_1","_3_3_4_1","Do you irrigate your cropland?","irrigation","select_one","3_3_4_1"
"select_multiple 3_3_4_1_1","_3_3_4_1_1","What methods of irrigation do you use","irrigation_method","select_multiple","3_3_4_1_1"
"select_multiple 3_3_4_1_2","_3_3_4_1_2","Where do you source your water for irrigation?","irrigation_source","select_multiple","3_3_4_1_2"
"select_multiple 3_3_4_1_2","_3_3_4_4","Where do you source your water for drinking water for livestock?","water_source_livestock","select_multiple","3_3_4_1_2"
"select_multiple 3_3_4_2","_3_3_4_2","Do you have any of the following rainwater harvesting systems in place?","rainwater_harvesting","select_multiple","3_3_4_2"
"select_multiple 3_3_4_3","_3_3_4_3_1","During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock): During a normal year","water_accessibility_difficulty_normal_year","select_multiple","3_3_4_3"
"select_multiple 3_3_4_3","_3_3_4_3_2","During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock): During a flood year","water_accessibility_difficulty_flood_year","select_multiple","3_3_4_3"
"select_multiple 3_3_4_3","_3_3_4_3_3","During which months of the year do you find it difficult to access enough water for your agricultural needs (e.g. growing crops, drinking water for livestock): During a drought year","water_accessibility_difficulty_drought_year","select_multiple","3_3_4_3"
"select_multiple 2_8_4_1","_2_8_4_1","What types of energy do you use for: Irrigation","energy_irrigation","select_multiple","2_8_4_1"
"select_multiple 2_8_4_2","_2_8_4_2","What types of energy do you use for: Tillage, sowing or harvesting","energy_tillage_haverst","select_multiple","2_8_4_2"
"select_multiple 2_8_4_3","_2_8_4_3","What types of energy do you use for: Cooking","energy_cooking","select_multiple","2_8_4_3"
"select_multiple 2_8_4_4","_2_8_4_4","What types of energy do you use for: Cleaning, processing or transporting harvested food","energy_cleaning_transporting","select_multiple","2_8_4_4"
"select_one 2_8_4_5","_2_8_4_5","Where do you source most of your energy?","energy_source","select_one","2_8_4_5"
